date_added,clean,persistent_id,name,kind,podcast,bitrate,unplayed,comments,track_number,location,file_folder_count,track_id,size,artwork_count,library_folder_count,track_type,album,sort_name,date_modified,release_date,genre,sample_rate,total_time,year,artist
2022-01-04 02:36:36,True,0B8BB243F8B58488,Alma 13,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_063_Alma_13.mp3,,14680,21528052,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-11-30 20:00:00,Podcast,,1035000,,Restoration Archives
2022-01-04 02:36:36,True,0497F55F7615651E,Alma 14,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_064_Alma_14.mp3,,14678,34928868,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-12-01 21:00:05,Podcast,,1705000,,Restoration Archives
2022-01-04 02:36:36,True,E2E8CA3569F2E6D2,Alma 15,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_065_Alma_15.mp3,,14676,19052166,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-12-02 22:00:00,Podcast,,911000,,Restoration Archives
2022-01-04 02:36:36,True,A47CCB7F07B52E23,Alma 16,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_066_Alma_16.mp3,,14674,69716655,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-12-28 16:50:00,Podcast,,3445000,,Restoration Archives
2022-01-04 02:36:36,True,A15650F03451D024,Alma 17,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_067_Alma_17.mp3,,14672,26792247,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-12-29 00:00:00,Podcast,,1298000,,Restoration Archives
2022-01-04 02:36:36,True,D9E1A934F1C07BF8,Alma 18,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_068_Alma_18.mp3,,14670,5984150,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-12-29 23:00:00,Podcast,,258000,,Restoration Archives
2022-01-04 02:36:36,True,5C44ECBDF44A14BF,Alma 19,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_069_Alma_19.mp3,,14668,31373602,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-12-30 16:00:00,Podcast,,1527000,,Restoration Archives
2022-01-04 02:36:36,True,70B79914C90121A4,Alma 20,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_070_Alma_20.mp3,,14666,27602043,,,URL,Book of Mormon Audio - Restoration Edition,,,2020-12-31 17:00:00,Podcast,,1339000,,Restoration Archives
2022-01-04 02:36:36,True,C30562CA921F33B5,Alma 21,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_071_Alma_21.mp3,,14664,52926190,,,URL,Book of Mormon Audio - Restoration Edition,,,2021-01-17 19:00:00,Podcast,,2605000,,Restoration Archives
2022-01-04 02:36:36,True,2CAEC1898E4C5646,Alma 22,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_072_Alma_22.mp3,,14662,13742517,,,URL,Book of Mormon Audio - Restoration Edition,,,2021-01-18 03:00:00,Podcast,,646000,,Restoration Archives
2022-01-04 02:36:36,True,217992A54BD46F9F,Alma 23,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_073_Alma_23.mp3,,14660,13155807,,,URL,Book of Mormon Audio - Restoration Edition,,,2021-01-18 16:00:00,Podcast,,616000,,Restoration Archives
2022-01-04 02:36:36,True,6C9BF5FC9D1C5013,Alma 24,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_074_Alma_24.mp3,,14658,22071921,,,URL,Book of Mormon Audio - Restoration Edition,,,2021-01-19 03:00:00,Podcast,,1062000,,Restoration Archives
2022-01-04 02:36:36,True,407E0D2F453A6330,Alma 25,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_075_Alma_25.mp3,,14656,17343758,,,URL,Book of Mormon Audio - Restoration Edition,,,2021-01-19 16:00:00,Podcast,,826000,,Restoration Archives
2022-01-04 02:36:36,True,72BA3F0A5D01AF29,Alma 26,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_076_Alma_26.mp3,,14654,39499774,,,URL,Book of Mormon Audio - Restoration Edition,,,2021-01-20 03:00:00,Podcast,,1934000,,Restoration Archives
2022-01-04 02:36:36,True,0995AD1A5967E7DC,Alma 27,,True,,True,,,https://media.blubrry.com/bookofmormonaudiorestorationed/bookofmormonaudio.com/podcast/episodes/BOM_077_Alma_27.mp3,,14652,17945619,,,URL,Book of Mormon Audio - Restoration Edition,,,2021-01-20 15:00:00,Podcast,,856000,,Restoration Archives
