date_added,persistent_id,name,kind,podcast,bitrate,play_date_utc,unplayed,location,sort_album,file_folder_count,track_id,play_count,size,artwork_count,library_folder_count,track_type,album,date_modified,release_date,genre,sample_rate,total_time,play_date,year,artist,composer
2021-12-30 22:58:16,199F0C0DD62C093E,Episode 262: Look and Live,,True,,,True,https://mstroud.podomatic.com/enclosure/2021-05-30T18_33_28-07_00.mp3?_=1622424898.15555753,Book of Mormon: Another Testament of Jesus Christ,,6458,,18966260,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2021-05-31 01:33:28,Podcast,,1580000,,,,
2021-12-30 22:58:16,D8D05234C6956900,Episode 263: Praise to the Man,,True,,,True,https://mstroud.podomatic.com/enclosure/2021-06-27T17_09_25-07_00.mp3?_=1626059838.15602815,Book of Mormon: Another Testament of Jesus Christ,,6460,,10767164,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2021-06-28 00:09:25,Podcast,,898000,,,,
2021-12-30 22:58:16,4F32297689F45968,Episode 264: Distraction,,True,,,True,https://mstroud.podomatic.com/enclosure/2021-07-11T16_53_22-07_00.mp3?_=1626047615.15623765,Book of Mormon: Another Testament of Jesus Christ,,6462,,28523154,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2021-07-11 23:53:22,Podcast,,2103000,,,,
2021-12-30 22:58:16,D1EB50F7E18642CB,Episode 265: Know Him,,True,,,True,https://mstroud.podomatic.com/enclosure/2021-09-26T22_28_18-07_00.mp3?_=1632788694.15739793,Book of Mormon: Another Testament of Jesus Christ,,6464,,11999072,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2021-09-27 05:28:18,Podcast,,943000,,,,
2021-12-30 22:58:16,11C52CFBD838B58D,Episode 266: Divide and Conquer,,True,,,True,https://mstroud.podomatic.com/enclosure/2021-10-10T15_28_48-07_00.mp3?_=1633904939.15761033,Book of Mormon: Another Testament of Jesus Christ,,6466,,12123246,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2021-10-10 22:28:48,Podcast,,1004000,,,,
2021-12-30 22:58:16,DE8F2CE7E4694948,Episode 267: Seek the Face of the Lord Always,,True,,,True,https://mstroud.podomatic.com/enclosure/2021-11-04T17_02_06-07_00.mp3?_=1636070540.15801320,Book of Mormon: Another Testament of Jesus Christ,,6468,,22241379,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2021-11-05 00:02:06,Podcast,,1921000,,,,
2021-12-30 22:58:16,959442916116752C,Episode 268: Peace of the Lord Jesus Christ,,True,,,True,https://mstroud.podomatic.com/enclosure/2021-12-24T14_41_11-08_00.mp3?_=1640385683.15883077,Book of Mormon: Another Testament of Jesus Christ,,6470,,22808451,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2021-12-24 22:41:11,Podcast,,1789000,,,,
2022-05-21 03:06:51,336876E83A621EFF,Episode 269: So Great A Cause,MPEG audio file,True,95,,True,https://mstroud.podomatic.com/enclosure/2022-04-05T07_34_24-07_00.mp3?_=1649169273.16043467,Book of Mormon: Another Testament of Jesus Christ,,17182,,14780245,1,,URL,The Book of Mormon: Another Testament of Jesus Christ,2022-05-21 03:06:51,2022-04-05 14:34:24,Podcast,44100,1239000,,2022,Mike Stroud,Podcast
2022-05-30 03:06:47,CBF1B477CB5A9A30,"Episode 270: Demons, Devils, and Unclean Spirits",MPEG audio file,True,94,,True,https://mstroud.podomatic.com/enclosure/2022-05-29T17_25_17-07_00.mp3?_=1653870331.16127969,Book of Mormon: Another Testament of Jesus Christ,,17882,,29757041,1,,URL,The Book of Mormon: Another Testament of Jesus Christ,2022-05-30 03:06:47,2022-05-30 00:25:17,Podcast,44100,2531000,,2022,Mike Stroud,Podcast
2023-01-02 01:39:09,82EDDDBD7D981A40,Episode 271: Zion: Part 1 Translation,MPEG audio file,True,96,,True,https://mstroud.podomatic.com/enclosure/2023-01-01T16_03_56-08_00.mp3?_=1673566952.16421351,Book of Mormon: Another Testament of Jesus Christ,,38944,,38647786,1,,URL,The Book of Mormon: Another Testament of Jesus Christ,2023-01-02 01:39:09,2023-01-02 00:03:56,Podcast,22050,3339000,,2023,Mike Stroud,Podcast
2023-01-09 01:39:19,1D8B31005A572E29,Episode 272: Zion: Part 2 Our Personal Zion,MPEG audio file,True,92,,True,https://mstroud.podomatic.com/enclosure/2023-01-08T16_39_00-08_00.mp3?_=1673224747.16429613,Book of Mormon: Another Testament of Jesus Christ,,38950,,24145332,1,,URL,The Book of Mormon: Another Testament of Jesus Christ,2023-01-09 01:39:19,2023-01-09 00:39:00,Podcast,44100,2087000,,2023,Mike Stroud,Podcast
2023-01-16 01:39:04,2990E97E59A7815A,Episode 273: Zion: Part 3 The Great Latter-day Zion,MPEG audio file,True,101,,True,https://mstroud.podomatic.com/enclosure/2023-01-15T15_11_57-08_00.mp3?_=1673824325.16438513,Book of Mormon: Another Testament of Jesus Christ,,38954,,29165754,1,,URL,The Book of Mormon: Another Testament of Jesus Christ,2023-01-16 01:39:04,2023-01-15 23:11:57,Podcast,44100,2309000,,2023,Mike Stroud,Podcast
2023-03-05 04:45:03,7B7E00BC46E10FB2,Episode 274: Babylon Part 1: Discerning Evil,,True,,,True,https://mstroud.podomatic.com/enclosure/2023-01-29T14_28_07-08_00.mp3?_=1675031297.16456832,Book of Mormon: Another Testament of Jesus Christ,,38996,,30232760,,,URL,The Book of Mormon: Another Testament of Jesus Christ,,2023-01-29 22:28:07,Podcast,,2425000,,,,
2023-03-05 04:45:04,5F9D423555FC9F57,Episode 275: Babylon: Part 2 Avoiding Evil,MPEG audio file,True,94,,True,https://mstroud.podomatic.com/enclosure/2023-02-05T15_31_52-08_00.mp3?_=1675639919.16465945,Book of Mormon: Another Testament of Jesus Christ,,38998,,19009637,1,,URL,The Book of Mormon: Another Testament of Jesus Christ,2023-03-05 04:45:04,2023-02-05 23:31:52,Podcast,44100,1603000,,2023,Mike Stroud,Podcast
