date_added,clean,persistent_id,name,kind,podcast,album_artist,bitrate,play_date_utc,unplayed,comments,track_number,location,file_folder_count,track_id,play_count,size,library_folder_count,track_type,album,sort_name,date_modified,release_date,genre,sample_rate,total_time,play_date,year,artist,normalization,bpm
2021-12-30 22:58:21,True,407FFA642379919B,RiseUp Podcast: Hugh B. Brown – Letter on Doubt,,True,,,2021-07-16 20:27:21,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/RiseUp-HughBBrown-LetterOnDoubt.mp3,,8896,1,15328960,,URL,Latter-day Saint FAIR-Cast,,,2015-05-30 17:24:53,Podcast,,639000,3709290441,,FAIR,,
2021-12-30 22:58:21,True,A9A38AC6A1D0B593,Fair Issues 88: Geographical inconsistencies in the Great Lakes model,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/Fair-Issues-88-Pod.mp3,,8898,1,10978952,,URL,Latter-day Saint FAIR-Cast,,,2015-05-31 14:00:22,Podcast,,457000,3709290442,,FAIR,,
2021-12-30 22:58:21,,91BE71E0525B161F,Faith and Reason 45: Olive Culture,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/05/Olive-Culture2.mp3,,8900,1,8893916,,URL,Latter-day Saint FAIR-Cast,,,2015-06-01 00:42:19,Podcast,,556000,3709290442,,FAIR,,
2021-12-30 22:58:21,True,CBB2C3D12F06F595,Fair Issues 89: Dilemmas with Great Lakes Model,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/06/Fair-Issues-89-Pod.mp3,,8902,1,11555109,,URL,Latter-day Saint FAIR-Cast,,,2015-06-07 14:00:18,Podcast,,481000,3709290442,,FAIR,,
2021-12-30 22:58:21,,FA510471E6AC6F04,Faith and Reason 46: King Benjamin’s Speech,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/06/King-Benjamins-speech.mp3,,8904,1,7480802,,URL,Latter-day Saint FAIR-Cast,,,2015-06-08 04:26:26,Podcast,,468000,3709290442,,FAIR,,
2021-12-30 22:58:21,True,3976EA4ECEC5DBCE,Articles of Faith: Inside the Mind of an Inactive Member,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/06/AOF-LaurieWhite-InsidetheMindofanInActiveMember.mp3,,8906,1,44939357,,URL,Latter-day Saint FAIR-Cast,,,2015-06-15 11:00:48,Podcast,,2054000,3709290442,,FAIR,,
2021-12-30 22:58:21,True,A91A274B5F80B7C4,RiseUp Podcast – Doubt Your Doubts – Interview with Chad Conrad,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/06/RiseUp-ChadConrad-DoubtYourDoubts.mp3,,8908,1,34397922,,URL,Latter-day Saint FAIR-Cast,,,2015-06-17 12:00:43,Podcast,,1378000,3709290442,,FAIR,,
2021-12-30 22:58:21,,8A6B27AB9529EE22,Faith and Reason 47: Columbus,,True,,,2021-07-16 20:27:21,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/06/Columbus-1.mp3,,8910,1,7480372,,URL,Latter-day Saint FAIR-Cast,,,2015-06-18 05:06:57,Podcast,,467000,3709290441,,FAIR,,
2021-12-30 22:58:21,True,D788ACD76785A9F6,RiseUp Podcast: Acquainted with Grief – Interview with Misty Nielson,,True,,,2021-07-16 20:27:21,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/06/RiseUp-MistyNielson.mp3,,8912,1,83717300,,URL,Latter-day Saint FAIR-Cast,,,2015-06-25 16:29:03,Podcast,,3584000,3709290441,,FAIR,,
2021-12-30 22:58:21,,6E81FA80DE430B80,Faith and Reason 48: King Benjamin’s Speech,,True,,,2021-07-16 20:27:23,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/06/King-Benjamins-speech1.mp3,,8914,1,7480802,,URL,Latter-day Saint FAIR-Cast,,,2015-06-29 15:22:08,Podcast,,468000,3709290443,,FAIR,,
2021-12-30 22:58:21,,DA17D816D1F9F345,Faith and Reason 49: Disarming Ammon,,True,,,2021-07-16 20:27:21,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/07/Disarming-Ammon.mp3,,8916,1,11264164,,URL,Latter-day Saint FAIR-Cast,,,2015-07-13 02:36:34,Podcast,,704000,3709290441,,FAIR,,
2021-12-30 22:58:21,True,681E7D41CF3F59B7,Articles of Faith – Sustaining the Brethren – Interview with Duane Boyce,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/07/AOF-DuaneBoyce-SustainingTheBrethren.mp3,,8918,1,50887537,,URL,Latter-day Saint FAIR-Cast,,,2015-07-14 15:18:08,Podcast,,2022000,3709290442,,FAIR,,
2021-12-30 22:58:21,,A23A8456DE4E233F,Faith and Reason 50: Book of Mormon Geography,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/07/BOM-Geography-1.mp3,,8920,1,12659737,,URL,Latter-day Saint FAIR-Cast,,,2015-07-20 02:26:29,Podcast,,791000,3709290442,,FAIR,,
2021-12-30 22:58:21,True,BA26F8A2298C1145,RiseUp Podcast – Spiritual Calculators,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/07/RiseUp-SpiritualCalculator.mp3,,8922,1,15720277,,URL,Latter-day Saint FAIR-Cast,,,2015-07-24 15:03:24,Podcast,,634000,3709290442,,FAIR,,
2021-12-30 22:58:21,True,9F3C48E0921C059F,Fair Issues 91: New light on Book of Mormon geography,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/07/Fair-Issues-91-pod.mp3,,8924,1,12556957,,URL,Latter-day Saint FAIR-Cast,,,2015-07-26 14:00:53,Podcast,,523000,3709290442,,FAIR,,
2021-12-30 22:58:21,,8BC4C0B185AA5232,Faith and Reason 51: Unknown New World,,True,,,2021-07-16 20:27:21,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/07/Unknown-New-World.mp3,,8926,1,12569870,,URL,Latter-day Saint FAIR-Cast,,,2015-07-27 02:35:34,Podcast,,786000,3709290441,,FAIR,,
2021-12-30 22:58:21,True,EB01C3C67AD4A53F,Fair Issues 92: A short history of LDS Mesoamerican scholars,,True,,,2021-07-16 20:27:22,,,,https://media.blubrry.com/mormonfaircast/www.fairlatterdaysaints.org/wp-content/uploads/2015/08/Fair-Issues-92-pod.mp3,,8928,1,11536301,,URL,Latter-day Saint FAIR-Cast,,,2015-08-02 14:00:49,Podcast,,481000,3709290442,,FAIR,,
